    "NewGame"    新游戏
    "BaseBioReactorFragment"    生物反应堆碎片
    "BaseNuclearReactorFragment"    核反应堆碎片
    "Tooltip_BaseBioReactorFragment"    生物反应堆科技碎片。
    "Tooltip_BaseNuclearReactorFragment"    核反应堆科技碎片。
    "Fullscreen"    全屏
    "Tooltip_UseBaseBioReactor"    将生物能转化为电能。
    "Tooltip_UseBaseNuclearReactor"    核反应堆控制棒。
    "WorkbenchMenu_SeamothMenu"    海蛾号升级
    "EncyPath_DownloadedData\/PublicDocs"    公开文档
    "EncyPath_DownloadedData\/BeforeCrash"    操作日志
    "EncyPath_DownloadedData\/Degasi\/Orders"    阿尔特拉搜索和救援任务
    "Ency_InnerBiomeWreckLore1"    搜索救援：保罗托加尔
    "EncyDesc_InnerBiomeWreckLore1"    高级人员搜索救援目标：保罗托加尔。职位：托加尔公司首席执行官，“德加斯号”的舰长。现状在星球附近失踪。失踪时年龄：。保罗托加尔和他的船员在十年前与蒙古当局接触后就神秘失踪。保险公司对其进行了全方位的搜索和救援，并通过该系统的多艘船只试图跟踪该船，但没有任何结果。他母亲退休后。他就是托加尔集团大股东。与阿尔特拉有稀少的特许弹药交易。生命延长技术的受益者。一同失踪的还有他唯一的孩子，保罗托加尔，托加尔公司的法定继承人。蒙古使者卡萨报告托加尔经常带着少数骨干船员旅行。系统维护不足可能是飞船失事的主要原因。
    "Ency_InnerBiomeWreckLore2"    搜索救援：巴特托加尔
    "EncyDesc_InnerBiomeWreckLore2"    高级人员搜索救援目标巴特托加尔职位：托加尔公司副总裁。现状：在星球附近失踪。失踪时年龄：。保罗托加尔唯一的孩子。强化学习技术和大脑植入技术的受益者。学习了先进的生物化学和恒星经济学。蒙古使者卡萨报告巴特陪同他的父亲，保罗，到了一个新建造的空间站，他将成为一个五年任期的首席运营官。
    "Ency_InnerBiomeWreckLore3"    搜索救援：玛格丽特梅达
    "EncyDesc_InnerBiomeWreckLore3"    高级人员搜索救援目标：玛格丽特梅达。职位安保人员。现状：在星球附近失踪。失踪时的年龄：。自由雇佣兵，出生在蒙古国。在船对船和近距离战斗技术上富有经验。失踪前正在进行与蒙古国防军和跨系统联合会的义务旅行。年前曾逃离执行任务。蒙古使者卡萨报告梅达被聘请陪伴保罗托加尔在德加斯号登上未知空间时，在遇到海盗袭击的情况下保卫船舶。
    "Ency_InnerBiomeWreckLore4"    阿尔特拉市民感言
    "EncyDesc_InnerBiomeWreckLore4"    弗兰克告诉我们：“我听闻有一些世界，在那里孩子们仍然需要从书本中学习。他们每天都进入教​​室，背诵一些知识，然后在考试。但在另一种世界中世界，每个人都应该是一个艺术家！为了在人类世界中工作而学习有什么用？在阿尔特拉世界上，每个人都会被根据心理测试和特殊的数字测验决定每个人应该做什么，以发挥每个人的特长。马克斯：“我一开始从事于阿尔特拉的营销。这是一个很好的工作，尽管我认为我或许可以做得更好。后来我成立了自己的公司，为海蛾号潜水器设计代码。十年前我把这项技术卖给了阿尔特拉。现在我是董事会的一员了，并且从没有后悔过。乔治说，“我每天的生活从点开始。我住在泰拉号监控基地。我只需要五分钟说话。我是一个天生充满同情心的人，所以我以我的工作是做别人的伴侣。我整日的时间都用来访问客户，与他们谈话，了解他们关注他们，了解每个人所需要和应该得到的，像大多数人一样，我觉得自己能活在阿尔特拉世界很幸运，在这里可以做我喜欢的事情。卡兹说，“我们很幸运，并且自由，我们有满意的工作。有些政府的领地机器人完全取代了人力，你知道吗？杰米说：“我设计了人造世界，包括一些最流行的机器人版本。要做到我这样你需要知道人们真正想要的是什么。他们想要兴奋，冒险，新的经历，以及成为任何他们想成为的人。我的工作是实现这些需求。有人说我们花了太多时间逃避我们的现实，而忽略了怎么让现实生活变得更好，我觉得这是因为他们根本没有体验过阿尔特拉。
    "Ency_InnerBiomeWreckLore5"    反式政府简介蒙古独立国家
    "EncyDesc_InnerBiomeWreckLore5"    当扩大星际领土的行动停止时，在中国领土的外边缘，一些失去战术价值的殖民地便成了境外之地。由于高昂的回收成本，政府宁愿让他们在境外饿死。于是这些遗留的殖民组织系统便宣布独立，声称自己有完善的基础设施，以及他们可以自给自足的生产力。今天的蒙古联邦被认为是殖民空间边缘的一个相对较小的国家或联邦，但它仍然是银河系中实力增长最快的政权之一。在蒙古，很少有中央集权。即使是在战争时期，可以提高国防力量的主要力量也是来自跨星际公司，而不是政府，所以蒙古的政权实际上是比较松散的。蒙古的社会系统从中国继承了科技，但是它同时还是个整合多元文化的殖民地。非合成食品在那里仍很受欢迎，在蒙古，宗教组织是很有社会影响力的强大机构，尽管如此，蒙古人能够采取开明的观点看待宗教信仰，他们相信神也有缺陷，并不是完美无缺的。
    "Ency_InnerBiomeWreckLore7"    极光号扫描仪房间语音日志
    "EncyDesc_InnerBiomeWreckLore7"    金：我认为这不是一个人的责任。船员她给了我错误的坐标！船员：他没有给我明确的指示！金好那我换个说法：你们都是废物。现在，我们已经失去了宝贵的救援时间，同时也离行星更近了，所以如果扫描到了德加斯号的信息，我们应该已经收到了。船员：为什么我们要帮助蒙古人？他们不是竞争对手吗？金：那你想怎样？在本部享受你的养老休假？我的天啊。现在立即运行扫描，告诉蒙古人我们啥也没找到，然后离开，清楚了吗？船员：长官，这里扫描到一些奇怪的东西。金我看看，先把该死的录音机关掉！
    "Ency_InnerBiomeWreckLore9"    趋同论
    "EncyDesc_InnerBiomeWreckLore9"    宗教信仰曾经被整个太空历社会鄙视，但它还是被保留了下来。古老的冥想实践与现代科学的预见性相结合，导致泛神论即决定论诞生了。决定论告诉我们，永恒的真理。未来早已经决定，并没有自由意志。所有需要忏悔和承认原罪的日子一去不复返了。今天，我们明白，我们生来无辜，我们对我们生活的进程也毫无责任我们只是空间中随着能量波战栗的原子结合体。了解我们所做的工作毫无意义，因为我们只是宇宙无数因果关系的一部分，因为宇宙本身就是一个因果关系的一部分；我们赋予了宇宙存在的意义，宇宙也给了我们存在的意义。我们是人。但我们也是神。如果我们是神，为什么我们觉得还不完美？如果只有我们有权对自己下令，我们自己就是自己的神，为什么还有人一直告诉我们要做什么？统一教会将为你解答这一困惑：信用点即可参加公开研讨会。
    "Ency_OuterBiomeWreckLore1"    视觉模拟套装日志
    "EncyDesc_OuterBiomeWreckLore1"    加载程序：荒岛上的戏剧规模：名玩家资源：正常在沙滩上生成玩家玩家被海浪冲走。玩家以信用点的价格交易了一个椰子给玩家。玩家种植了一棵椰子树。玩家都陷入饥饿。玩家种植的椰子树结果了。玩家吃了一个椰子。玩家不再饥饿了。玩家以信用点的价格交易了一个椰子给玩家。玩家吃了一个椰子，但仍然饥饿。玩家以一个椰子向玩家换取一个帐篷。玩家睡在了帐篷里。玩家感觉很冷。夜幕降临。一艘路过的船提供交易。玩家以点信用点买了一把枪。玩家睡觉的时候被玩家开枪打中头部。玩家获胜。玩家最终又冷又饿地孤独死去。
    "Ency_OuterBiomeWreckLore2"    阿尔特拉救济品的小册子
    "EncyDesc_OuterBiomeWreckLore2"    “慈善”是一个古老的概念，但在今天的阿尔特拉现实主义面前已经过时。我们知道我们每个人都为自己负责，但最好的办法就是与阿尔特拉一起工作。这一推理的含义很明确：如果有人有需要，那他们先得证明自己被需要。阿尔特拉救济会是一个为那些需要被需要的人开设的培训学院。我们不是慈善机构，因为我们不寻求施舍，我们宁愿称自己作为促进雇主和员工之间的健康关系的资金流动协会。运作于一套较为随机的系统。投入任意数量的信用点就可以进入我们的抽奖。投资越多取胜的机会越大。你的信用点将用于培训非技术殖民者去执行至关重要的任务，比如学习维护和人际关系的技巧。殖民地居民自愿接受这个免费的培训。
    "Ency_OuterBiomeWreckLore3"    宪章
    "EncyDesc_OuterBiomeWreckLore3"    释义：反式政府必须独立控制至少一个星系和相位门。公民一个人口头或书面认同某个反式政府的统治。宪章个独立的反式政府预定和总结的完善法律条文。跨星系管理条例（）由军事力量保证执行该宪章的条款：为独立的机构，但由反式政府资助。跨星系相位门任何永久性安装的允许太空船利用太阳能传送的相位技术。反式政府的原则每个反式政府都拥有最广泛的基本自由，拥有与他人一样的自由平等的权利。每个反式政府都有权拥有自己的相位门和建设行星上的基础设施。每个反式政府有义务与其他反式政府分享星际相位门。每个反式政府有责任义务维护和遵守这项跨系统管理条例（）。每个反式政府都有权自治政府，但要受到以下限制。反式政府不得开发武器和技术。反式政府不得从事人口买卖。
    "Ency_OuterBiomeWreckLore4"    的蜂巢思维模式研究
    "EncyDesc_OuterBiomeWreckLore4"    如何将构成蜂巢头脑的“个体”进行分类？它们是更大，更有智慧有机体的组成部分吗？还是更大的“思维”只是独立生物的产物？又或者两者都是？我们习惯于通过特征来定义生物，但常常发现这些特征是依赖于它们所处环境的。如果没有青蛙的概念，蝌蚪的概念就是无意义的。捕食者如果没有猎物，这一单词也没有意义。这就提出了一个问题：如果我们通过引用其他的东西来定义一切，那我们实际上解释了什么呢？最近对有研究机构对上发现的蜂巢心理进行了一个有趣的实验。一个会让触碰到的生物触电的装置被放置在蚁穴外面。在一个基本的危险信号在它们之间成功传达之前，一个蚁群将会死去许多个体，从而最终“学会”躲避该设备。它们从生存学的角度来说成功了，但是付出了惨痛的代价。殖民地很快形成了三个派系：一个派系企图用强力移动设备。第二次试图用沙子覆盖设备。这两个目标相互排斥，随之而来。凭借数量的减少，第一派被殴打。该装置被安全埋葬，幸存者称为休战。从个人的角度来看，这种经验一定是可怕的。从蜂巢头脑的角度来看，用最有效的解决方案克服了一个尴尬的问题。哪个角度是“正确的”？我认为都不对通过尝试将这些实体融入到我们刚性的概念中，我们在世界上画上了一种具有实质和意义的虚假印象，这反映了我们自己的观念。我们将个人描述为“彼此攻击”，就像我们在人体中描述微生物一样。然而，如同身体一样，殖民地，如果没有其组成部分的“侵略”，就不能称之为整体。我们将大脑中的神经元描述为愚蠢的，但整体上的大脑是聪明的但是当一个想法掌握在大脑中并强制下降时，我们将其描述为一种侵略行为？我们悼念死神吗？当一个哲学或技术在人类社会中占有一席之地……当战争与他们斗争，人们死亡时，正确地被认为是好还是恶？这不是破坏我们存在的意义。从我们的立场来看，我们的存在确实非常严重。但是我们的文明和我们的宇宙呢，与的殖民地真的有什么不同吗？智力有限于血肉之物吗？或者是宇宙真正的一个巨大的智能系统，而我们呢，但是阿米巴在表面吹了自重的坑洼？像科学家一样，我们做得很好，要记住，我们的目标不是像我们看到的那样描述世界，而是要探究其后的真相。
